;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
339360;2017-05-11;Contoso Private Automatic Branch Exchange M65 Grey;Loja Contoso Austin ;10;86
339939;2017-05-11;Contoso Screen 100in E010 Black;Loja Contoso Austin ;5;86
340073;2017-05-11;Contoso Lens Cap Keeper E314 Silver;Loja Contoso Austin ;5;86
341335;2017-05-11;Contoso Single-line phones E10 Black;Loja Contoso Austin ;5;86
341391;2017-05-11;Contoso DVD 7-Inch Player Portable E200 Silver;Loja Contoso Austin ;5;86
341456;2017-05-11;Contoso 2G MP3 Player E200 Red;Loja Contoso Austin ;5;86
342381;2017-05-12;Contoso Home/Office Laptop Power Adapter E300 Grey;Loja Contoso Austin ;5;86
342498;2017-05-12;SV Car Video LCD7W M7081 Brown;Loja Contoso Austin ;10;86
343002;2017-05-12;Contoso DVD 38 DVD Storage Binder E25 Red;Loja Contoso Austin ;5;86
343093;2017-05-12;Proseware Laser Jet Printer E100 White;Loja Contoso Austin ;5;86
343141;2017-05-12;SV Keyboard E90 Black;Loja Contoso Austin ;5;86
343191;2017-05-12;SV PCI Network Adapter E904 Silver;Loja Contoso Austin ;5;86
343821;2017-05-12;Contoso Projector 720p M621 White;Loja Contoso Austin ;10;86
344253;2017-05-12;WWI Desktop PC1.80 E1800 Silver;Loja Contoso Austin ;15;86
344539;2017-05-12;Contoso Digital Camera/Camcorder USB Cable E324 White;Loja Contoso Austin ;5;86
344611;2017-05-12;SV 8xDVD E140 Silver;Loja Contoso Austin ;5;86
345365;2017-05-13;A. Datum Compact Digital Camera M200 Green;Loja Contoso Austin ;5;86
345370;2017-05-13;Contoso DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;5;86
345449;2017-05-13;The Phone Company PDA Palm 4.7 inch L850 Silver;Loja Contoso Austin ;10;86
346205;2017-05-13;Proseware Laser Fax Printer E100 Black;Loja Contoso Austin ;5;86
346630;2017-05-13;The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold;Loja Contoso Austin ;10;86
346672;2017-05-13;Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey;Loja Contoso Austin ;10;86
347342;2017-05-13;WWI Desktop PC1.80 E1801 Brown;Loja Contoso Austin ;15;86
347466;2017-05-13;SV Car Video AM/FM E1000 Brown;Loja Contoso Austin ;5;86
347496;2017-05-13;"Fabrikam SLR Camera 35"" M358 Gold";Loja Contoso Austin ;5;86
347999;2017-05-13;Contoso Digital camera accessory kit M200 Black;Loja Contoso Austin ;10;86
348454;2017-05-14;Contoso Home Theater System 2.1 Channel E1220 Black;Loja Contoso Austin ;5;86
348570;2017-05-14;Contoso Behind Centrex X15 White;Loja Contoso Austin ;10;86
348664;2017-05-14;The Phone Company Smart phones Unlocked M300 White;Loja Contoso Austin ;10;86
348761;2017-05-14;NT Wireless Bluetooth Stereo Headphones E102 Black;Loja Contoso Austin ;5;86
349176;2017-05-14;Proseware CRT19 E201 Black;Loja Contoso Austin ;5;86
349978;2017-05-14;Contoso Projector 720p M620 Black;Loja Contoso Austin ;10;86
350003;2017-05-14;The Phone Company Smart phones 160x160 M26 Grey;Loja Contoso Austin ;10;86
352040;2017-05-15;Adventure Works Desktop PC1.80 ED182 White;Loja Contoso Austin ;30;86
352213;2017-05-15;Contoso Screen 80in E080 Black;Loja Contoso Austin ;5;86
352937;2017-05-15;WWI Projector 720p DLP56 Black;Loja Contoso Austin ;10;86
352976;2017-05-15;WWI Projector 480p LCD12 Black;Loja Contoso Austin ;10;86
353562;2017-05-15;Contoso Rechargeable Battery E100 Black;Loja Contoso Austin ;5;86
353679;2017-05-15;SV Car Video AM/FM E1001 Silver;Loja Contoso Austin ;5;86
354059;2017-05-15;"Adventure Works 20"" LCD HDTV M120 Brown";Loja Contoso Austin ;10;86
354093;2017-05-15;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;10;86
354182;2017-05-15;Contoso DVD 9-Inch Player Portable M300 Black;Loja Contoso Austin ;10;86
354388;2017-05-15;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver;Loja Contoso Austin ;10;86
355228;2017-05-16;Contoso DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;5;86
355248;2017-05-16;Contoso Rechargeable Battery E100 White;Loja Contoso Austin ;5;86
355337;2017-05-16;Proseware Laser Fax Printer E100 Grey;Loja Contoso Austin ;5;86
355405;2017-05-16;Contoso 1G MP3 Player E100 White;Loja Contoso Austin ;5;86
355406;2017-05-16;Fabrikam SLR Camera M146 Black;Loja Contoso Austin ;5;86
355844;2017-05-16;SV DVD 9-Inch Player Portable M300 White;Loja Contoso Austin ;10;86
356682;2017-05-16;NT Wireless Bluetooth Stereo Headphones E102 Silver;Loja Contoso Austin ;5;86
357110;2017-05-16;Proseware Ink Jet All in one M300 Black;Loja Contoso Austin ;10;86
357122;2017-05-16;A. Datum SLR Camera X136 Silver;Loja Contoso Austin ;10;86
357708;2017-05-17;WWI Projector 480p LCD12 White;Loja Contoso Austin ;10;86
357713;2017-05-17;Proseware Projector 720p LCD56 Silver;Loja Contoso Austin ;10;86
357733;2017-05-17;Proseware Laser Jet All in one X300 White;Loja Contoso Austin ;10;86
357762;2017-05-17;Adventure Works LCD24W X300 Black;Loja Contoso Austin ;10;86
358449;2017-05-17;NT Bluetooth Active Headphones E202 Silver;Loja Contoso Austin ;5;86
359006;2017-05-17;A. Datum Point Shoot Digital Camera M500 Orange;Loja Contoso Austin ;10;86
359015;2017-05-17;The Phone Company Smart phones Expert M400 Black;Loja Contoso Austin ;10;86
359146;2017-05-17;A. Datum All in One Digital Camera M200 Silver;Loja Contoso Austin ;10;86
359169;2017-05-17;"Contoso SLR Camera 35"" M358 Silver";Loja Contoso Austin ;10;86
359199;2017-05-17;Litware Home Theater System 5.1 Channel M513 Black;Loja Contoso Austin ;10;86
359268;2017-05-17;Contoso Carrying Case E312 Silver;Loja Contoso Austin ;5;86
359307;2017-05-17;Adventure Works Desktop PC1.80 ED182 Silver;Loja Contoso Austin ;30;86
359849;2017-05-17;Contoso Battery charger - bike E200 Grey;Loja Contoso Austin ;5;86
361379;2017-05-18;Proseware Fax Machine E100 Black;Loja Contoso Austin ;5;86
361831;2017-05-18;Contoso Home Theater System 4.1 Channel M1420 White;Loja Contoso Austin ;10;86
361949;2017-05-18;SV DVD 58 DVD Storage Binder M55 Silver;Loja Contoso Austin ;10;86
362019;2017-05-18;WWI Laptop19W X0196 Black;Loja Contoso Austin ;10;86
363261;2017-05-18;The Phone Company PDA Handheld 4.7 inch L650 Black;Loja Contoso Austin ;10;86
363281;2017-05-18;Contoso Home Theater System 4.1 Channel M1400 Silver;Loja Contoso Austin ;10;86
363521;2017-05-18;Contoso Projector 480p M481 Silver;Loja Contoso Austin ;10;86
363554;2017-05-18;SV Car Video LCD7W M7082 Brown;Loja Contoso Austin ;10;86
364417;2017-05-19;"Adventure Works 20"" CRT TV E15 Silver";Loja Contoso Austin ;5;86
364434;2017-05-19;The Phone Company Touch Screen Phones - CRT M11 Grey;Loja Contoso Austin ;5;86
364907;2017-05-19;The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold;Loja Contoso Austin ;10;86
364912;2017-05-19;The Phone Company Touch Screen Phones Capacitive M908 Black;Loja Contoso Austin ;10;86
364945;2017-05-19;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;10;86
365752;2017-05-19;Proseware Photo Ink jet Printer E290 White;Loja Contoso Austin ;5;86
365758;2017-05-19;A. Datum Ultra Compact Digital Camera M190 Pink;Loja Contoso Austin ;5;86
365821;2017-05-19;SV 8xDVD E100 Black;Loja Contoso Austin ;5;86
365916;2017-05-19;Contoso Power Inverter - DC to AC power inverter E900 White;Loja Contoso Austin ;5;86
368133;2017-05-20;The Phone Company Smart phones Expert M400 Grey;Loja Contoso Austin ;10;86
368614;2017-05-20;WWI Desktop PC1.80 E1801 Black;Loja Contoso Austin ;15;86
368772;2017-05-20;Contoso Home Theater System 2.1 Channel E1200 Brown;Loja Contoso Austin ;5;86
368836;2017-05-20;WWI Stereo Bluetooth Headphones E1000 White;Loja Contoso Austin ;5;86
369187;2017-05-20;Fabrikam SLR Camera X150 Green;Loja Contoso Austin ;10;86
369372;2017-05-20;Proseware High Speed Laser M2000 White;Loja Contoso Austin ;10;86
369397;2017-05-20;"Fabrikam Trendsetter 1"" 25mm X400 Blue";Loja Contoso Austin ;10;86
369457;2017-05-20;SV DVD 60 DVD Storage Binder L20 Silver;Loja Contoso Austin ;10;86
369589;2017-05-20;"Fabrikam SLR Camera 35"" X358 Orange";Loja Contoso Austin ;10;86
369767;2017-05-21;SV DVD 7-Inch Player Portable E200 White;Loja Contoso Austin ;5;86
371043;2017-05-21;The Phone Company Touch Screen Phones Capacitive M908 Black;Loja Contoso Austin ;10;86
371172;2017-05-21;"Contoso SLR Camera 35"" M358 Blue";Loja Contoso Austin ;10;86
371824;2017-05-21;Contoso Home Theater System 2.1 Channel E1220 Brown;Loja Contoso Austin ;5;86
372332;2017-05-21;The Phone Company PDA Phone Unlocked 4.7 inches L550 White;Loja Contoso Austin ;10;86
372452;2017-05-21;Proseware Slim-Design Fax Machine with Answering System X180 Green;Loja Contoso Austin ;10;86
372596;2017-05-21;A. Datum Advanced Digital Camera M300 Pink;Loja Contoso Austin ;10;86
372746;2017-05-21;SV Car Video LCD7W M7082 Silver;Loja Contoso Austin ;10;86
373078;2017-05-22;Contoso Wireless Laser Mouse M55 Silver;Loja Contoso Austin ;10;86
373139;2017-05-22;SV Car Video TFT6.2W E6282 Black;Loja Contoso Austin ;5;86
373148;2017-05-22;Contoso Education Supplies Bundle E200 White;Loja Contoso Austin ;5;86
373158;2017-05-22;WWI Desktop PC1.80 E1801 Black;Loja Contoso Austin ;15;86
373368;2017-05-22;WWI Desktop PC1.80 E1800 Silver;Loja Contoso Austin ;15;86
373517;2017-05-22;A. Datum Ultra Compact Digital Camera M190 Orange;Loja Contoso Austin ;5;86
373578;2017-05-22;"Adventure Works 20"" CRT TV E15 Silver";Loja Contoso Austin ;5;86
374474;2017-05-22;SV 40GB USB2.0 Portable Hard Disk E400 Silver;Loja Contoso Austin ;5;86
374490;2017-05-22;Contoso General Carrying Case E304 Silver;Loja Contoso Austin ;5;86
374493;2017-05-22;Contoso Battery charger - bike E200 Black;Loja Contoso Austin ;5;86
375968;2017-05-23;The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey;Loja Contoso Austin ;10;86
376477;2017-05-23;Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey;Loja Contoso Austin ;5;86
376963;2017-05-23;The Phone Company PDA Phone 4.7 inches L360 Black;Loja Contoso Austin ;10;86
377254;2017-05-23;Contoso Expandable Cordless Phone System M008 White;Loja Contoso Austin ;10;86
377346;2017-05-23;Proseware Laptop16 M610 White;Loja Contoso Austin ;10;86
377949;2017-05-23;Contoso Rechargeable Battery E100 White;Loja Contoso Austin ;5;86
378495;2017-05-23;The Phone Company Touch Screen Phones Capacitive M908 Black;Loja Contoso Austin ;10;86
378745;2017-05-23;WWI Projector 480p DLP12 Black;Loja Contoso Austin ;10;86
378802;2017-05-24;SV DVD 15-Inch Player Portable L200 Silver;Loja Contoso Austin ;10;86
379156;2017-05-24;Proseware Screen 80in E1010 Black;Loja Contoso Austin ;5;86
379166;2017-05-24;Fabrikam Social Videographer 1/3'' 8.5mm E200 White;Loja Contoso Austin ;5;86
379598;2017-05-24;Contoso Rechargeable Battery E100 Grey;Loja Contoso Austin ;5;86
380287;2017-05-24;A. Datum Advanced Digital Camera M300 Grey;Loja Contoso Austin ;10;86
380293;2017-05-24;A. Datum Rangefinder Digital Camera X200 Pink;Loja Contoso Austin ;10;86
380481;2017-05-24;"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold";Loja Contoso Austin ;10;86
380595;2017-05-24;SV DVD Movies E100 Yellow;Loja Contoso Austin ;5;86
381332;2017-05-24;SV DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;10;86
382457;2017-05-25;WWI Desktop PC1.60 E1600 Silver;Loja Contoso Austin ;30;86
382512;2017-05-25;WWI LCD17W E200 White;Loja Contoso Austin ;5;86
382525;2017-05-25;WWI LCD17 E205 White;Loja Contoso Austin ;5;86
382708;2017-05-25;Adventure Works CRT17 E105 Black;Loja Contoso Austin ;5;86
383000;2017-05-25;Contoso SLR Camera M145 Blue;Loja Contoso Austin ;10;86
383965;2017-05-25;SV DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;5;86
384183;2017-05-25;Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black;Loja Contoso Austin ;5;86
384537;2017-05-25;SV Car Video TFT7 M7002 Brown;Loja Contoso Austin ;10;86
384702;2017-05-25;SV DVD 60 DVD Storage Binder L20 Black;Loja Contoso Austin ;10;86
384741;2017-05-25;"A. Datum SLR Camera 35"" X358 Gold";Loja Contoso Austin ;10;86
385731;2017-05-26;Proseware CRT19 E201 Black;Loja Contoso Austin ;5;86
386243;2017-05-26;SV Car Video TFT7 M7002 Silver;Loja Contoso Austin ;10;86
387096;2017-05-26;WWI LCD17W E200 White;Loja Contoso Austin ;5;86
387610;2017-05-26;Contoso Digital camera accessory kit M200 Grey;Loja Contoso Austin ;10;86
387649;2017-05-26;Contoso Private Automatic Branch Exchange M65 Black;Loja Contoso Austin ;10;86
387980;2017-05-26;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green;Loja Contoso Austin ;10;86
388826;2017-05-27;Contoso Bright Light battery E20 Pink;Loja Contoso Austin ;5;86
388966;2017-05-27;Contoso Reserve Pen -Tablet Pen E200 Blue;Loja Contoso Austin ;5;86
389654;2017-05-27;Contoso Home Theater System 4.1 Channel M1400 Black;Loja Contoso Austin ;10;86
389680;2017-05-27;The Phone Company PDA Phone Unlocked 4.7 inches L550 Black;Loja Contoso Austin ;10;86
389737;2017-05-27;WWI Stereo Bluetooth Headphones E1000 Blue;Loja Contoso Austin ;5;86
389995;2017-05-27;Reusable Phone Screen Protector E120;Loja Contoso Austin ;100;86
390874;2017-05-27;SV DVD 48 DVD Storage Binder M50 Silver;Loja Contoso Austin ;10;86
391823;2017-05-28;Contoso DVD 7-Inch Player Portable E200 White;Loja Contoso Austin ;5;86
391847;2017-05-28;Proseware Laser Jet Printer E100 Black;Loja Contoso Austin ;5;86
392464;2017-05-28;SV DVD 55DVD Storage Binder M56 Red;Loja Contoso Austin ;10;86
392645;2017-05-28;A. Datum Super-zoom Digital Camera X300 Orange;Loja Contoso Austin ;10;86
393214;2017-05-28;Contoso Screen 100in E010 White;Loja Contoso Austin ;5;86
393314;2017-05-28;Contoso Mini Battery Charger Kit E320 Red;Loja Contoso Austin ;5;86
393807;2017-05-28;Contoso Notebook Peripheral Kit M69 White;Loja Contoso Austin ;10;86
393963;2017-05-28;SV DVD 48 DVD Storage Binder M50 Red;Loja Contoso Austin ;10;86
394804;2017-05-29;Adventure Works Desktop PC1.80 ED180 White;Loja Contoso Austin ;30;86
394981;2017-05-29;Contoso Rechargeable Battery E100 White;Loja Contoso Austin ;5;86
395129;2017-05-29;Fabrikam Social Videographer 1/3'' 8.5mm E200 White;Loja Contoso Austin ;5;86
395532;2017-05-29;"Fabrikam Trendsetter 1"" 25mm X400 Blue";Loja Contoso Austin ;10;86
395632;2017-05-29;The Phone Company Smart phones Unlocked International M800 Pink;Loja Contoso Austin ;10;86
396440;2017-05-29;Contoso Dual USB Power Adapter - power adapter E300 White;Loja Contoso Austin ;5;86
396722;2017-05-29;Contoso SLR Camera X144 Silver Grey;Loja Contoso Austin ;10;86
396929;2017-05-29;The Phone Company Smart phones 160x160 M26 Grey;Loja Contoso Austin ;10;86
397081;2017-05-29;WWI Laptop12 M0120 Black;Loja Contoso Austin ;10;86
398103;2017-05-30;Litware Home Theater System 2.1 Channel E211 Silver;Loja Contoso Austin ;5;86
398434;2017-05-30;Contoso Home Theater System 4.1 Channel M1420 Silver;Loja Contoso Austin ;10;86
398469;2017-05-30;Contoso Home Theater System 5.1 Channel M1500 Silver;Loja Contoso Austin ;10;86
398588;2017-05-30;SV DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;10;86
399458;2017-05-30;Contoso Dual USB Power Adapter - power adapter E300 Grey;Loja Contoso Austin ;5;86
399729;2017-05-30;Contoso Integrated Business Phone L08 White;Loja Contoso Austin ;10;86
400007;2017-05-30;Contoso DVD 48 DVD Storage Binder M50 Silver;Loja Contoso Austin ;10;86
400114;2017-05-30;A. Datum All in One Digital Camera M200 Grey;Loja Contoso Austin ;10;86
400406;2017-05-31;Proseware Projector 480p LCD12 Black;Loja Contoso Austin ;10;86
400885;2017-05-31;A. Datum Consumer Digital Camera E100 Orange;Loja Contoso Austin ;20;86
400929;2017-05-31;Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey;Loja Contoso Austin ;5;86
401340;2017-05-31;SV 16xDVD M320 Black;Loja Contoso Austin ;10;86
401702;2017-05-31;Contoso 4 Handset Cordless Phone System M86 Grey;Loja Contoso Austin ;10;86
402860;2017-05-31;Proseware Office Jet All-in-One Printer M500 Black;Loja Contoso Austin ;10;86
402933;2017-05-31;Contoso Phone with 13-Number Memory (210) M301 Grey;Loja Contoso Austin ;10;86
402939;2017-05-31;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;10;86
403209;2017-05-31;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;10;86
404165;2017-06-01;"Adventure Works 19"" Color Digital TV E35 White";Loja Contoso Austin ;5;86
404524;2017-06-01;Litware Home Theater System 5.1 Channel M513 Silver;Loja Contoso Austin ;10;86
404555;2017-06-01;The Phone Company PDA Wifi 4.7-inch L290 White;Loja Contoso Austin ;10;86
404763;2017-06-01;"A. Datum SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;10;86
404794;2017-06-01;Proseware Photo Ink Jet Printer M100 White;Loja Contoso Austin ;10;86
404844;2017-06-01;Contoso 2-Line Speakerphone M109 White;Loja Contoso Austin ;10;86
404920;2017-06-01;Proseware Projector 480p LCD12 Silver;Loja Contoso Austin ;10;86
406000;2017-06-01;The Phone Company PDA Handheld 4.7 inch L650 Silver;Loja Contoso Austin ;10;86
406027;2017-06-01;Contoso Home Theater System 4.1 Channel M1400 Black;Loja Contoso Austin ;10;86
406080;2017-06-01;"Adventure Works 26"" 720p LCD HDTV M140 White";Loja Contoso Austin ;10;86
406162;2017-06-01;"A. Datum SLR Camera 35"" X358 Gold";Loja Contoso Austin ;10;86
406458;2017-06-02;Contoso Education Supplies Bundle E200 Grey;Loja Contoso Austin ;5;86
406543;2017-06-02;Contoso DVD 60 DVD Storage Binder L20 Silver;Loja Contoso Austin ;10;86
407081;2017-06-02;SV DVD Movies E100 Yellow;Loja Contoso Austin ;5;86
407083;2017-06-02;Contoso DVD Movies E100 Yellow;Loja Contoso Austin ;5;86
407478;2017-06-02;SV Car Video LCD7W M7080 Brown;Loja Contoso Austin ;10;86
407877;2017-06-02;The Phone Company Touch Screen Phones Infrared M901 Gold;Loja Contoso Austin ;10;86
408381;2017-06-02;Adventure Works Desktop PC1.80 ED180 Black;Loja Contoso Austin ;30;86
408604;2017-06-02;SV Keyboard E90 Black;Loja Contoso Austin ;5;86
408961;2017-06-02;Contoso Integrated Business Phone With card L10 Black;Loja Contoso Austin ;10;86
409127;2017-06-02;SV Car Video LCD7 M7002 Black;Loja Contoso Austin ;10;86
409202;2017-06-02;Contoso DVD 9-Inch Player Portable M300 Black;Loja Contoso Austin ;10;86
409234;2017-06-02;"A. Datum SLR Camera 35"" X358 Gold";Loja Contoso Austin ;10;86
409616;2017-06-03;Fabrikam Trendsetter 2/3'' 17mm X100 White;Loja Contoso Austin ;10;86
410317;2017-06-03;The Phone Company Touch Screen Phones - CRT M11 Gold;Loja Contoso Austin ;5;86
410370;2017-06-03;SV 2GB Laptop memory E800 White;Loja Contoso Austin ;5;86
410832;2017-06-03;Contoso Notebook Peripheral Kit M69 Grey;Loja Contoso Austin ;10;86
412086;2017-06-03;The Phone Company PDA Wifi 4.7-inch L290 Black;Loja Contoso Austin ;10;86
412478;2017-06-03;"The Phone Company Touch Screen Phones 26-1.4"" M250 Black";Loja Contoso Austin ;10;86
413276;2017-06-04;Contoso 512MB MP3 Player E51 Silver;Loja Contoso Austin ;5;86
413485;2017-06-04;Contoso General Carrying Case E304 Black;Loja Contoso Austin ;5;86
413860;2017-06-04;Proseware Scan Jet Digital Flat Bed Scanner M300 White;Loja Contoso Austin ;10;86
413911;2017-06-04;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;10;86
413938;2017-06-04;A. Datum SLR-like Digital Camera M400 Azure;Loja Contoso Austin ;10;86
413940;2017-06-04;The Phone Company Smart phones Unlocked M300 Black;Loja Contoso Austin ;10;86
414796;2017-06-04;SV 40GB USB2.0 Portable Hard Disk E400 Blue;Loja Contoso Austin ;5;86
415176;2017-06-04;"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange";Loja Contoso Austin ;10;86
415766;2017-06-05;Contoso USB 2.0 Dock Station docking station M800 Black;Loja Contoso Austin ;10;86
416263;2017-06-05;A. Datum Compact Digital Camera M200 Grey;Loja Contoso Austin ;5;86
417099;2017-06-05;"Fabrikam SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;10;86
417857;2017-06-05;Litware Home Theater System 2.1 Channel E212 Brown;Loja Contoso Austin ;5;86
418228;2017-06-05;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black;Loja Contoso Austin ;10;86
